Series Name,Source File(s)
"Gross PSD, Nonfinancial Public Corp., Short-term, Loans, Nominal Value, US$",QPSD
"Gross PSD, Nonfinancial Public Corp., Short-term, Other accounts payable, Nominal Value, % of GDP",QPSD
"Gross PSD, Nonfinancial Public Corp., Short-term, Other accounts payable, Nominal Value, National Currency",QPSD
"Gross PSD, Nonfinancial Public Corp., Short-term, Other accounts payable, Nominal Value, US$",QPSD
"Gross PSD, Public Sector, All maturities, All instruments, Domestic creditors, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, All maturities, All instruments, Domestic currency, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, All maturities, All instruments, External creditors, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, All maturities, All instruments, Foreign currency, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, All maturities, All instruments, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, All maturities, Currency and deposits, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, All maturities, Debt Securities, Market value, National Currency",QPSD
"Gross PSD, Public Sector, All maturities, Debt securities, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, All maturities, Loans, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, All maturities, Other accounts payable, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, All maturities, Special Drawing Rights, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, Long-term, All instruments, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, Long-term, With payment due in more than one year, All instruments, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, Long-term, With payment due in more than one year, Loans, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, Long-term, With payment due in one year or less, All instruments, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, Long-term, With payment due in one year or less, Loans, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, Short-term, All instruments, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, Short-term, Currency and deposits, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, Short-term, Debt securities, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, Short-term, Loans, Nominal Value, National Currency",QPSD
"Gross PSD, Public Sector, Short-term, Other accounts payable, Nominal Value, National Currency",QPSD
"Gross PSD, Total, All maturities, All instruments, Domestic creditors, Nominal Value, US$",QPSD
"Gross PSD, Total, All maturities, All instruments, Domestic currency, Nominal Value, US$",QPSD
"Gross PSD, Total, All maturities, All instruments, External creditors, Nominal Value, US$",QPSD
"Gross PSD, Total, All maturities, All instruments, Foreign currency, Nominal Value, US$",QPSD
"Gross PSD, Total, All maturities, All instruments, Nominal Value, US$",QPSD
"Gross PSD, Total, All maturities, Currency and deposits, Nominal Value, US$",QPSD
"Gross PSD, Total, All maturities, Debt Securities, Market value, US$",QPSD
"Gross PSD, Total, All maturities, Debt securities, Nominal Value, US$",QPSD
"Gross PSD, Total, All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",QPSD
"Gross PSD, Total, All maturities, Loans, Nominal Value, US$",QPSD
"Gross PSD, Total, All maturities, Other accounts payable, Nominal Value, US$",QPSD
"Gross PSD, Total, All maturities, Special Drawing Rights, Nominal Value, US$",QPSD
"Gross PSD, Total, Long-term, All instruments, Nominal Value, US$",QPSD
"Gross PSD, Total, Long-term, With payment due in more than one year, All instruments, Nominal Value, US$",QPSD
"Gross PSD, Total, Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, US$",QPSD
"Gross PSD, Total, Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",QPSD
"Gross PSD, Total, Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",QPSD
"Gross PSD, Total, Long-term, With payment due in more than one year, Loans, Nominal Value, US$",QPSD
"Gross PSD, Total, Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, US$",QPSD
"Gross PSD, Total, Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, US$",QPSD
"Gross PSD, Total, Long-term, With payment due in one year or less, All instruments, Nominal Value, US$",QPSD
"Gross PSD, Total, Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, US$",QPSD
"Gross PSD, Total, Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",QPSD
"Gross PSD, Total, Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",QPSD
"Gross PSD, Total, Long-term, With payment due in one year or less, Loans, Nominal Value, US$",QPSD
"Gross PSD, Total, Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, US$",QPSD
"Gross PSD, Total, Short-term, All instruments, Nominal Value, US$",QPSD
"Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$",QPSD
"Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$",QPSD
"Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",QPSD
"Gross PSD, Total, Short-term, Loans, Nominal Value, US$",QPSD
"Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$",QPSD
Gross capital formation (% of GDP),WDI
Gross capital formation (annual % growth),WDI
Gross capital formation (constant 2015 US$),WDI
Gross capital formation (constant LCU),WDI
Gross capital formation (current LCU),WDI
Gross capital formation (current US$),WDI
Gross domestic income (constant LCU),WDI
Gross domestic savings (% of GDP),WDI
Gross domestic savings (current LCU),WDI
Gross domestic savings (current US$),WDI
Gross fixed capital formation (% of GDP),WDI
Gross fixed capital formation (annual % growth),WDI
Gross fixed capital formation (constant 2015 US$),WDI
Gross fixed capital formation (constant LCU),WDI
Gross fixed capital formation (current LCU),WDI
Gross fixed capital formation (current US$),WDI
"Gross fixed capital formation, private sector (% of GDP)",WDI
"Gross fixed capital formation, private sector (current LCU)",WDI
"Gross intake ratio in first grade of primary education, female (% of relevant age group)",WDI
"Gross intake ratio in first grade of primary education, male (% of relevant age group)",WDI
"Gross intake ratio in first grade of primary education, total (% of relevant age group)",WDI
Gross national expenditure (% of GDP),WDI
Gross national expenditure (constant 2015 US$),WDI
Gross national expenditure (constant LCU),WDI
Gross national expenditure (current LCU),WDI
Gross national expenditure (current US$),WDI
Gross national expenditure deflator (base year varies by country),WDI
Gross savings (% of GDP),WDI
Gross savings (% of GNI),WDI
Gross savings (current LCU),WDI
Gross savings (current US$),WDI
Gross value added at basic prices (GVA) (constant 2015 US$),WDI
Gross value added at basic prices (GVA) (constant LCU),WDI
Gross value added at basic prices (GVA) (current LCU),WDI
Gross value added at basic prices (GVA) (current US$),WDI
Health/Demographic survey (Availability score over 10 years),SPI
High-technology exports (% of manufactured exports),WDI
High-technology exports (current US$),WDI
"Hospital beds (per 1,000 people)",WDI
"Household Survey on income, etc  (Availability score over 10 years)",SPI
Households and NPISHs Final consumption expenditure (annual % growth),WDI
Households and NPISHs Final consumption expenditure (constant 2015 US$),WDI
Households and NPISHs Final consumption expenditure (constant LCU),WDI
Households and NPISHs Final consumption expenditure (current LCU),WDI
Households and NPISHs Final consumption expenditure (current US$),WDI
Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),WDI
Households and NPISHs Final consumption expenditure per capita growth (annual %),WDI
"Households and NPISHs Final consumption expenditure, PPP (constant 2021 international $)",WDI
"Households and NPISHs Final consumption expenditure, PPP (current international $)",WDI
Households and NPISHs final consumption expenditure (% of GDP),WDI
Households and NPISHs final consumption expenditure: linked series (current LCU),WDI
Human capital index (HCI) (scale 0-1),WDI
"Human capital index (HCI), female (scale 0-1)",WDI
"Human capital index (HCI), female, lower bound (scale 0-1)",WDI
"Human capital index (HCI), female, upper bound (scale 0-1)",WDI
"Human capital index (HCI), lower bound (scale 0-1)",WDI
"Human capital index (HCI), male (scale 0-1)",WDI
"Human capital index (HCI), male, lower bound (scale 0-1)",WDI
"Human capital index (HCI), male, upper bound (scale 0-1)",WDI
"Human capital index (HCI), upper bound (scale 0-1)",WDI
"IBRD loans and IDA credits (DOD, current US$)",WDI
ICT goods exports (% of total goods exports),WDI
ICT goods imports (% total goods imports),WDI
"ICT service exports (% of service exports, BoP)",WDI
"ICT service exports (BoP, current US$)",WDI
IDA resource allocation index (1=low to 6=high),WDI
"IFC, private nonguaranteed (NFL, US$)",WDI
"IMF repurchases and charges (TDS, current US$)",WDI
"Immunization, DPT (% of children ages 12-23 months)",WDI
"Immunization, HepB3 (% of one-year-old children)",WDI
"Immunization, measles (% of children ages 12-23 months)",WDI
Import unit value index (2015 = 100),WDI
Import value index (2015 = 100),WDI
Import volume index (2015 = 100),WDI
Imports of goods and services (% of GDP),WDI
"Imports of goods and services (BoP, current US$)",WDI
Imports of goods and services (annual % growth),WDI
Imports of goods and services (constant 2015 US$),WDI
Imports of goods and services (constant LCU),WDI
Imports of goods and services (current LCU),WDI
Imports of goods and services (current US$),WDI
"Imports of goods, services and primary income (BoP, current US$)",WDI
"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",WDI
"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",WDI
"Incidence of HIV, all (per 1,000 uninfected population)",WDI
"Incidence of malaria (per 1,000 population at risk)",WDI
"Incidence of tuberculosis (per 100,000 people)",WDI
Income share held by fourth 20%,WDI
Income share held by highest 10%,WDI
Income share held by highest 20%,WDI
Income share held by lowest 10%,WDI
Income share held by lowest 20%,WDI
Income share held by second 20%,WDI
Income share held by third 20%,WDI
Individuals using the Internet (% of population),WDI
"Individuals using the Internet, female (% of female population)",WDI
"Individuals using the Internet, male (% of male population)",WDI
"Industrial design applications, nonresident, by count",WDI
"Industrial design applications, resident, by count",WDI
"Industry (including construction), value added (% of GDP)",WDI
"Industry (including construction), value added (annual % growth)",WDI
"Industry (including construction), value added (constant 2015 US$)",WDI
"Industry (including construction), value added (constant LCU)",WDI
"Industry (including construction), value added (current LCU)",WDI
"Industry (including construction), value added (current US$)",WDI
"Industry (including construction), value added per worker (constant 2015 US$)",WDI
"Inflation, GDP deflator (annual %)",WDI
"Inflation, GDP deflator: linked series (annual %)",WDI
"Inflation, consumer prices (annual %)",WDI
Informal payments to public officials (% of firms),WDI
Insurance and financial services (% of commercial service exports),WDI
Insurance and financial services (% of commercial service imports),WDI
"Insurance and financial services (% of service exports, BoP)",WDI
"Insurance and financial services (% of service imports, BoP)",WDI
"Intentional homicides (per 100,000 people)",WDI
"Intentional homicides, female (per 100,000 female)",WDI
"Intentional homicides, male (per 100,000 male)",WDI
Interest payments (% of expense),WDI
Interest payments (% of revenue),WDI
Interest payments (current LCU),WDI
"Interest rate spread (lending rate minus deposit rate, %)",WDI
Internally displaced people (IDP) by country or territory of asylum / origin,WDI
"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",WDI
"Internally displaced persons, new displacement associated with disasters (number of cases)",WDI
International migrant stock (% of population),WDI
"International migrant stock, total",WDI
"International tourism, expenditures (% of total imports)",WDI
"International tourism, expenditures (current US$)",WDI
"International tourism, expenditures for passenger transport items (current US$)",WDI
"International tourism, expenditures for travel items (current US$)",WDI
"International tourism, number of arrivals",WDI
"International tourism, number of departures",WDI
"International tourism, receipts (% of total exports)",WDI
"International tourism, receipts (current US$)",WDI
"International tourism, receipts for passenger transport items (current US$)",WDI
"International tourism, receipts for travel items (current US$)",WDI
Investment in ICT with private participation (current US$),WDI
Investment in energy with private participation (current US$),WDI
Investment in transport with private participation (current US$),WDI
Investment in water and sanitation with private participation (current US$),WDI
Labor Force Survey (Availability score over 10 years),SPI
Labor force participation rate by sex and age (%),SPI
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",WDI
"Labor force participation rate for ages 15-24, female (%) (national estimate)",WDI
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",WDI
"Labor force participation rate for ages 15-24, male (%) (national estimate)",WDI
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",WDI
"Labor force participation rate for ages 15-24, total (%) (national estimate)",WDI
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",WDI
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",WDI
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",WDI
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",WDI
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",WDI
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",WDI
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",WDI
"Labor force participation rate, total (% of total population ages 15+) (national estimate)",WDI
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",WDI
Labor force with advanced education (% of total working-age population with advanced education),WDI
"Labor force with advanced education, female (% of female working-age population with advanced education)",WDI
"Labor force with advanced education, male (% of male working-age population with advanced education)",WDI
Labor force with basic education (% of total working-age population with basic education),WDI
"Labor force with basic education, female (% of female working-age population with basic education)",WDI
"Labor force with basic education, male (% of male working-age population with basic education)",WDI
Labor force with intermediate education (% of total working-age population with intermediate education),WDI
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",WDI
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",WDI
"Labor force, female (% of total labor force)",WDI
"Labor force, total",WDI
Land area (sq. km),WDI
Land area where elevation is below 5 meters (% of total land area),WDI
Land under cereal production (hectares),WDI
"Lead time to export, median case (days)",WDI
"Lead time to import, median case (days)",WDI
Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),WDI
Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),WDI
Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),WDI
Legislation Indicator based on PARIS21 indicators on SDG 17.18.2,SPI
Lending interest rate (%),WDI
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,WDI
"Life expectancy at birth, female (years)",WDI
"Life expectancy at birth, male (years)",WDI
"Life expectancy at birth, total (years)",WDI
Lifetime risk of maternal death (%),WDI
Lifetime risk of maternal death (1 in: rate varies by country),WDI
Liner shipping connectivity index (maximum value in 2004 = 100),WDI
"Listed domestic companies, total",WDI
"Literacy rate, adult female (% of females ages 15 and above)",WDI
"Literacy rate, adult male (% of males ages 15 and above)",WDI
"Literacy rate, adult total (% of people ages 15 and above)",WDI
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",WDI
"Literacy rate, youth female (% of females ages 15-24)",WDI
"Literacy rate, youth male (% of males ages 15-24)",WDI
"Literacy rate, youth total (% of people ages 15-24)",WDI
Livestock production index (2014-2016 = 100),WDI
Logistics performance index: Ability to track and trace consignments (1=low to 5=high),WDI
Logistics performance index: Competence and quality of logistics services (1=low to 5=high),WDI
Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),WDI
Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),WDI
Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),WDI
Logistics performance index: Overall (1=low to 5=high),WDI
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),WDI
Losses due to theft and vandalism (% of annual sales for affected firms),WDI
Low-birthweight babies (% of births),WDI
"Lower secondary completion rate, female (% of relevant age group)",WDI
"Lower secondary completion rate, male (% of relevant age group)",WDI
"Lower secondary completion rate, total (% of relevant age group)",WDI
Lower secondary school starting age (years),WDI
Machinery and transport equipment (% of value added in manufacturing),WDI
Male primary school age children out-of-school (%),WDI
Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,WDI
"Mammal species, threatened",WDI
Manufactures exports (% of merchandise exports),WDI
Manufactures imports (% of merchandise imports),WDI
"Manufacturing, value added (% of GDP)",WDI
"Manufacturing, value added (annual % growth)",WDI
"Manufacturing, value added (constant 2015 US$)",WDI
"Manufacturing, value added (constant LCU)",WDI
"Manufacturing, value added (current LCU)",WDI
"Manufacturing, value added (current US$)",WDI
Marine protected areas (% of territorial waters),WDI
Market capitalization of listed domestic companies (% of GDP),WDI
Market capitalization of listed domestic companies (current US$),WDI
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",WDI
"Maternal mortality ratio (national estimate, per 100,000 live births)",WDI
Medium and high-tech exports (% manufactured exports),WDI
Medium and high-tech manufacturing value added (% manufacturing value added),WDI
Merchandise exports (current US$),WDI
Merchandise exports by the reporting economy (current US$),WDI
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",WDI
Merchandise exports to economies in the Arab World (% of total merchandise exports),WDI
Merchandise exports to high-income economies (% of total merchandise exports),WDI
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),WDI
Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),WDI
Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),WDI
Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),WDI
Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),WDI
Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),WDI
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),WDI
Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),WDI
Merchandise imports (current US$),WDI
Merchandise imports by the reporting economy (current US$),WDI
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",WDI
Merchandise imports from economies in the Arab World (% of total merchandise imports),WDI
Merchandise imports from high-income economies (% of total merchandise imports),WDI
Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),WDI
Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),WDI
Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),WDI
Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),WDI
Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),WDI
Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),WDI
Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),WDI
Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),WDI
Merchandise trade (% of GDP),WDI
Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),WDI
Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),WDI
Methane (CH4) emissions from Agriculture (Mt CO2e),WDI
Methane (CH4) emissions from Building (Energy) (Mt CO2e),WDI
Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),WDI
Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),WDI
Methane (CH4) emissions from Industrial Processes (Mt CO2e),WDI
Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),WDI
Methane (CH4) emissions from Transport (Energy) (Mt CO2e),WDI
Methane (CH4) emissions from Waste (Mt CO2e),WDI
Military expenditure (% of GDP),WDI
Military expenditure (% of general government expenditure),WDI
Military expenditure (current LCU),WDI
Military expenditure (current USD),WDI
Mineral rents (% of GDP),WDI
Mobile cellular subscriptions,WDI
Mobile cellular subscriptions (per 100 people),WDI
Monetary Sector credit to private sector (% GDP),WDI
"Mortality caused by road traffic injury (per 100,000 population)",WDI
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",WDI
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",WDI
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",WDI
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",WDI
"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",WDI
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",WDI
"Mortality rate attributed to unintentional poisoning (per 100,000 population)",WDI
"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",WDI
"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",WDI
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",WDI
"Mortality rate, adult, female (per 1,000 female adults)",WDI
"Mortality rate, adult, male (per 1,000 male adults)",WDI
"Mortality rate, infant (per 1,000 live births)",WDI
"Mortality rate, infant, female (per 1,000 live births)",WDI
"Mortality rate, infant, male (per 1,000 live births)",WDI
"Mortality rate, neonatal (per 1,000 live births)",WDI
"Mortality rate, under-5 (per 1,000 live births)",WDI
"Mortality rate, under-5, female (per 1,000 live births)",WDI
"Mortality rate, under-5, male (per 1,000 live births)",WDI
Multidimensional poverty headcount ratio (UNDP) (% of population),WDI
Multidimensional poverty headcount ratio (World Bank) (% of population),WDI
Multilateral debt service (% of public and publicly guaranteed debt service),WDI
"Multilateral debt service (TDS, current US$)",WDI
NADA metadata,SPI
National Accounts base year,SPI
Natural gas rents (% of GDP),WDI
Net ODA provided to the least developed countries (% of GNI),WDI
"Net ODA provided, to the least developed countries (current US$)",WDI
"Net ODA provided, total (% of GNI)",WDI
"Net ODA provided, total (constant 2021 US$)",WDI
"Net ODA provided, total (current US$)",WDI
Net ODA received (% of GNI),WDI
Net ODA received (% of central government expense),WDI
Net ODA received (% of gross capital formation),WDI
"Net ODA received (% of imports of goods, services and primary income)",WDI
Net ODA received per capita (current US$),WDI
Net acquisition of financial assets (% of GDP),WDI
Net acquisition of financial assets (current LCU),WDI
Net barter terms of trade index (2015 = 100),WDI
"Net bilateral aid flows from DAC donors, Australia (current US$)",WDI
"Net bilateral aid flows from DAC donors, Austria (current US$)",WDI
"Net bilateral aid flows from DAC donors, Belgium (current US$)",WDI
"Net bilateral aid flows from DAC donors, Canada (current US$)",WDI
"Net bilateral aid flows from DAC donors, Czechia (current US$)",WDI
"Net bilateral aid flows from DAC donors, Denmark (current US$)",WDI
"Net bilateral aid flows from DAC donors, Estonia (current US$)",WDI
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",WDI
"Net bilateral aid flows from DAC donors, Finland (current US$)",WDI
"Net bilateral aid flows from DAC donors, France (current US$)",WDI
"Net bilateral aid flows from DAC donors, Germany (current US$)",WDI
"Net bilateral aid flows from DAC donors, Greece (current US$)",WDI
"Net bilateral aid flows from DAC donors, Hungary (current US$)",WDI
"Net bilateral aid flows from DAC donors, Iceland (current US$)",WDI
"Net bilateral aid flows from DAC donors, Ireland (current US$)",WDI
"Net bilateral aid flows from DAC donors, Italy (current US$)",WDI
"Net bilateral aid flows from DAC donors, Japan (current US$)",WDI
"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",WDI
"Net bilateral aid flows from DAC donors, Lithuania (current US$)",WDI
"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",WDI
"Net bilateral aid flows from DAC donors, Netherlands (current US$)",WDI
"Net bilateral aid flows from DAC donors, New Zealand (current US$)",WDI
"Net bilateral aid flows from DAC donors, Norway (current US$)",WDI
"Net bilateral aid flows from DAC donors, Poland (current US$)",WDI
"Net bilateral aid flows from DAC donors, Portugal (current US$)",WDI
"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",WDI
"Net bilateral aid flows from DAC donors, Slovenia (current US$)",WDI
"Net bilateral aid flows from DAC donors, Spain (current US$)",WDI
"Net bilateral aid flows from DAC donors, Sweden (current US$)",WDI
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",WDI
"Net bilateral aid flows from DAC donors, Total (current US$)",WDI
"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",WDI
"Net bilateral aid flows from DAC donors, United States (current US$)",WDI
"Net capital account (BoP, current US$)",WDI
Net domestic credit (current LCU),WDI
"Net errors and omissions (BoP, current US$)",WDI
"Net financial account (BoP, current US$)",WDI
"Net financial flows, IBRD (NFL, current US$)",WDI
"Net financial flows, IDA (NFL, current US$)",WDI
"Net financial flows, IMF concessional (NFL, current US$)",WDI
"Net financial flows, IMF nonconcessional (NFL, current US$)",WDI
"Net financial flows, RDB concessional (NFL, current US$)",WDI
"Net financial flows, RDB nonconcessional (NFL, current US$)",WDI
"Net financial flows, bilateral (NFL, current US$)",WDI
"Net financial flows, multilateral (NFL, current US$)",WDI
"Net financial flows, others (NFL, current US$)",WDI
"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",WDI
Net foreign assets (current LCU),WDI
"Net incurrence of liabilities, total (% of GDP)",WDI
"Net incurrence of liabilities, total (current LCU)",WDI
Net intake rate in grade 1 (% of official school-age population),WDI
"Net intake rate in grade 1, female (% of official school-age population)",WDI
"Net intake rate in grade 1, male (% of official school-age population)",WDI
Net investment in nonfinancial assets (% of GDP),WDI
Net investment in nonfinancial assets (current LCU),WDI
Net lending (+) / net borrowing (-) (% of GDP),WDI
Net lending (+) / net borrowing (-) (current LCU),WDI
Net migration,WDI
Net official aid received (constant 2021 US$),WDI
Net official aid received (current US$),WDI
Net official development assistance and official aid received (constant 2021 US$),WDI
Net official development assistance and official aid received (current US$),WDI
Net official development assistance received (constant 2021 US$),WDI
Net official development assistance received (current US$),WDI
"Net official flows from UN agencies, CERF (current US$)",WDI
"Net official flows from UN agencies, FAO (current US$)",WDI
"Net official flows from UN agencies, IAEA (current US$)",WDI
"Net official flows from UN agencies, IFAD (current US$)",WDI
"Net official flows from UN agencies, ILO (current US$)",WDI
"Net official flows from UN agencies, SDGFUND (current US$)",WDI
"Net official flows from UN agencies, SPRP (current US$)",WDI
"Net official flows from UN agencies, UNAIDS (current US$)",WDI
"Net official flows from UN agencies, UNCDF (current US$)",WDI
"Net official flows from UN agencies, UNCOVID (current US$)",WDI
"Net official flows from UN agencies, UNCTAD (current US$)",WDI
"Net official flows from UN agencies, UNDP (current US$)",WDI
"Net official flows from UN agencies, UNECE (current US$)",WDI
"Net official flows from UN agencies, UNEP (current US$)",WDI
"Net official flows from UN agencies, UNFPA (current US$)",WDI
"Net official flows from UN agencies, UNHCR (current US$)",WDI
"Net official flows from UN agencies, UNICEF (current US$)",WDI
"Net official flows from UN agencies, UNIDIR (current US$)",WDI
"Net official flows from UN agencies, UNIDO (current US$)",WDI
"Net official flows from UN agencies, UNPBF (current US$)",WDI
"Net official flows from UN agencies, UNRWA (current US$)",WDI
"Net official flows from UN agencies, UNTA (current US$)",WDI
"Net official flows from UN agencies, UNWOMEN (current US$)",WDI
"Net official flows from UN agencies, UNWTO (current US$)",WDI
"Net official flows from UN agencies, WFP (current US$)",WDI
"Net official flows from UN agencies, WHO (current US$)",WDI
"Net official flows from UN agencies, WTO-ITC (current US$)",WDI
"Net primary income (BoP, current US$)",WDI
Net primary income (Net income from abroad) (constant LCU),WDI
Net primary income (Net income from abroad) (current LCU),WDI
Net primary income (Net income from abroad) (current US$),WDI
"Net secondary income (BoP, current US$)",WDI
